"ID_FlightType","Flight_Type","Flight_status"
"F7287","International","à l heure"
"F7288","International","Annulé"
"F7289","International","Annulé"
"F7290","National","Annulé"
"F7291","International","Annulé"
"F7292","International","Retardé"
"F7293","National","Annulé"
"F7294","International","Annulé"
"F7295","International","Retardé"
"F7296","International","Annulé"
"F7297","International","Annulé"
"F7298","International","Annulé"
"F7299","International","Annulé"
"F7300","International","Retardé"
"F7301","International","Annulé"
"F7302","International","Retardé"
"F7303","International","Retardé"
"F7304","International","Retardé"
"F7305","International","Annulé"
"F7306","International","Annulé"
"F7307","International","Annulé"
"F7308","National","Retardé"
"F7309","International","à l heure"
"F7310","International","Annulé"
"F7311","International","Retardé"
"F7312","International","Annulé"
"F7313","International","à l heure"
"F7314","International","Annulé"
"F7315","International","Annulé"
"F7316","International","Retardé"
"F7317","International","Retardé"
"F7318","International","à l heure"
"F7319","National","Annulé"
"F7320","International","Annulé"
"F7321","International","Annulé"
"F7322","International","Annulé"
"F7323","International","Annulé"
"F7324","National","Retardé"
"F7325","International","Annulé"
"F7326","International","Retardé"
"F7327","National","à l heure"
"F7328","National","Retardé"
"F7329","International","Annulé"
"F7330","International","Annulé"
"F7331","International","à l heure"
"F7332","International","Retardé"
"F7333","National","Annulé"
"F7334","International","Retardé"
"F7335","International","Annulé"
"F7336","International","Annulé"
"F7337","International","Retardé"
"F7338","International","Retardé"
"F7339","International","Annulé"
"F7340","International","à l heure"
"F7341","International","Retardé"
"F7342","International","Annulé"
"F7343","International","Retardé"
"F7344","International","Annulé"
"F7345","International","à l heure"
"F7346","International","Annulé"
"F7347","International","Retardé"
"F7348","International","Annulé"
"F7349","International","Annulé"
"F7350","International","Annulé"
"F7351","International","Annulé"
"F7352","International","Retardé"
"F7353","International","Annulé"
"F7354","International","Retardé"
"F7355","International","Retardé"
"F7356","International","Retardé"
"F7357","International","Annulé"
"F7358","International","Retardé"
"F7359","International","Annulé"
"F7360","International","Annulé"
"F7361","International","Retardé"
"F7362","International","Retardé"
"F7363","International","Annulé"
"F7364","International","Annulé"
"F7365","International","Annulé"
"F7366","International","Annulé"
"F7367","International","Retardé"
"F7368","International","Annulé"
"F7369","International","à l heure"
"F7370","International","Annulé"
"F7371","International","à l heure"
"F7372","International","Annulé"
"F7373","International","à l heure"
"F7374","International","Retardé"
"F7375","International","Annulé"
"F7376","International","Annulé"
"F7377","International","Annulé"
"F7378","International","à l heure"
"F7379","International","Retardé"
"F7380","International","Retardé"
"F7381","International","Retardé"
"F7382","International","à l heure"
"F7383","International","Retardé"
"F7384","International","Annulé"
"F7385","International","Retardé"
"F7386","International","Annulé"
"F7387","International","Annulé"
"F7388","International","Retardé"
"F7389","International","Annulé"
"F7390","International","Annulé"
"F7391","International","à l heure"
"F7392","International","Annulé"
"F7393","International","Annulé"
"F7394","International","Retardé"
"F7395","International","Annulé"
"F7396","International","Retardé"
"F7397","International","à l heure"
"F7398","International","Annulé"
"F7399","International","à l heure"
"F7400","International","Annulé"
"F7401","International","Annulé"
"F7402","International","Annulé"
"F7403","International","Annulé"
"F7404","International","Annulé"
"F7405","International","à l heure"
"F7406","International","Annulé"
"F7407","International","Retardé"
"F7408","International","Retardé"
"F7409","International","Retardé"
"F7410","International","Annulé"
"F7411","International","Retardé"
"F7412","International","Retardé"
"F7413","International","Annulé"
"F7414","International","Retardé"
"F7415","International","Annulé"
"F7416","International","Retardé"
"F7417","International","Annulé"
"F7418","International","Annulé"
"F7419","International","Annulé"
"F7420","International","à l heure"
"F7421","International","Annulé"
"F7422","International","Retardé"
"F7423","International","à l heure"
"F7424","International","à l heure"
"F7425","International","Annulé"
"F7426","International","à l heure"
"F7427","International","Annulé"
"F7428","International","Retardé"
"F7429","International","Retardé"
"F7430","International","Retardé"
"F7431","International","Retardé"
"F7432","International","Annulé"
"F7433","International","Retardé"
"F7434","International","Annulé"
"F7435","International","à l heure"
"F7436","International","Retardé"
"F7437","International","Annulé"
"F7438","International","Annulé"
"F7439","International","à l heure"
"F7440","International","Annulé"
"F7441","International","Retardé"
"F7442","International","Annulé"
"F7443","International","Annulé"
"F7444","International","Annulé"
"F7445","International","Annulé"
"F7446","International","Annulé"
"F7447","International","Annulé"
"F7448","International","Annulé"
"F7449","International","à l heure"
"F7450","International","Annulé"
"F7451","International","à l heure"
"F7452","International","Retardé"
"F7453","International","Retardé"
"F7454","International","à l heure"
"F7455","International","à l heure"
"F7456","International","Annulé"
"F7457","International","Annulé"
"F7458","International","Annulé"
"F7459","International","Retardé"
"F7460","International","Retardé"
"F7461","International","Retardé"
"F7462","International","Annulé"
"F7463","International","Annulé"
"F7464","International","Annulé"
"F7465","International","Annulé"
"F7466","International","Annulé"
"F7467","International","à l heure"
"F7468","International","Annulé"
"F7469","International","Retardé"
"F7470","National","Annulé"
"F7471","National","Retardé"
"F7472","International","à l heure"
"F7473","International","Annulé"
"F7474","International","Annulé"
"F7475","International","Annulé"
"F7476","International","Retardé"
"F7477","International","Annulé"
"F7478","International","Annulé"
"F7479","International","Retardé"
"F7480","International","Retardé"
"F7481","National","Annulé"
"F7482","International","Annulé"
"F7483","International","Retardé"
"F7484","International","Annulé"
"F7485","International","Annulé"
"F7486","International","Annulé"
"F7487","International","Retardé"
"F7488","International","Retardé"
"F7489","International","Retardé"
"F7490","International","Retardé"
"F7491","International","à l heure"
"F7492","International","Annulé"
"F7493","International","Retardé"
"F7494","International","Annulé"
"F7495","International","Annulé"
"F7496","International","Retardé"
"F7497","International","Annulé"
"F7498","International","Retardé"
"F7499","International","Retardé"
"F7500","International","Annulé"
"F7501","International","Retardé"
"F7502","International","à l heure"
"F7503","International","Annulé"
"F7504","International","Annulé"
"F7505","International","Retardé"
"F7506","International","Annulé"
"F7507","International","Annulé"
"F7508","International","Annulé"
"F7509","International","Annulé"
"F7510","International","Annulé"
"F7511","International","Annulé"
"F7512","International","Retardé"
"F7513","International","Retardé"
"F7514","International","Annulé"
"F7515","International","Annulé"
"F7516","International","Retardé"
"F7517","International","Annulé"
"F7518","International","Annulé"
"F7519","International","Annulé"
"F7520","International","Retardé"
"F7521","International","Retardé"
"F7522","International","Retardé"
"F7523","International","Retardé"
"F7524","International","Annulé"
"F7525","International","Retardé"
"F7526","International","Annulé"
"F7527","International","Retardé"
"F7528","International","à l heure"
"F7529","International","Retardé"
"F7530","International","Annulé"
"F7531","International","Annulé"
"F7532","International","Retardé"
"F7533","International","Annulé"
"F7534","International","Annulé"
"F7535","National","Annulé"
"F7536","International","Annulé"
"F7537","International","Retardé"
"F7538","International","Annulé"
"F7539","International","Annulé"
"F7540","National","Annulé"
"F7541","International","Retardé"
"F7542","International","Annulé"
"F7543","International","Annulé"
"F7544","International","Retardé"
"F7545","International","à l heure"
"F7546","International","Annulé"
"F7547","National","Retardé"
"F7548","International","Retardé"
"F7549","International","à l heure"
"F7550","International","à l heure"
"F7551","International","Annulé"
"F7552","International","Annulé"
"F7553","International","Retardé"
"F7554","International","Annulé"
"F7555","International","Annulé"
"F7556","International","Retardé"
"F7557","International","Annulé"
"F7558","International","Annulé"
"F7559","International","Retardé"
"F7560","International","Retardé"
"F7561","International","Annulé"
"F7562","International","Retardé"
"F7563","International","Retardé"
"F7564","International","Retardé"
"F7565","International","Annulé"
"F7566","International","Annulé"
"F7567","International","à l heure"
"F7568","International","Retardé"
"F7569","International","Retardé"
"F7570","International","à l heure"
"F7571","International","Annulé"
"F7572","International","Retardé"
"F7573","International","Annulé"
"F7574","International","Annulé"
"F7575","International","Annulé"
"F7576","International","Retardé"
"F7577","International","Annulé"
"F7578","International","Annulé"
"F7579","International","Retardé"
"F7580","International","Retardé"
"F7581","International","Annulé"
"F7582","International","à l heure"
"F7583","International","Retardé"
"F7584","International","Annulé"
"F7585","International","Annulé"
"F7586","International","Annulé"
"F7587","International","Retardé"
"F7588","International","Annulé"
"F7589","International","à l heure"
"F7590","International","Annulé"
"F7591","International","Retardé"
"F7592","International","Annulé"
"F7593","International","Retardé"
"F7594","International","Retardé"
"F7595","International","Retardé"
"F7596","International","Annulé"
"F7597","International","Annulé"
"F7598","International","Retardé"
"F7599","International","à l heure"
"F7600","International","Retardé"
"F7601","International","à l heure"
"F7602","International","Retardé"
"F7603","International","Retardé"
"F7604","International","Annulé"
"F7605","International","à l heure"
"F7606","International","Retardé"
"F7607","International","Annulé"
"F7608","International","Annulé"
"F7609","International","Annulé"
"F7610","International","Retardé"
"F7611","International","Annulé"
"F7612","International","Annulé"
"F7613","International","Annulé"
"F7614","International","Annulé"
"F7615","International","Annulé"
"F7616","International","Annulé"
"F7617","International","Annulé"
"F7618","International","Annulé"
"F7619","National","Annulé"
"F7620","International","Annulé"
"F7621","International","Annulé"
"F7622","International","Annulé"
"F7623","International","Retardé"
"F7624","International","à l heure"
"F7625","International","Retardé"
"F7626","International","Annulé"
"F7627","International","Retardé"
"F7628","International","Annulé"
"F7629","International","Annulé"
"F7630","International","Annulé"
"F7631","National","Retardé"
"F7632","International","Retardé"
"F7633","International","à l heure"
"F7634","International","Retardé"
"F7635","International","Annulé"
"F7636","International","Annulé"
"F7637","International","Annulé"
"F7638","International","Retardé"
"F7639","International","Retardé"
"F7640","International","Annulé"
"F7641","International","Retardé"
"F7642","International","Annulé"
"F7643","International","Annulé"
"F7644","International","Annulé"
"F7645","International","Retardé"
"F7646","International","Annulé"
"F7647","International","Annulé"
"F7648","International","Annulé"
"F7649","International","Retardé"
"F7650","International","Retardé"
"F7651","International","Annulé"
"F7652","International","Annulé"
"F7653","International","Retardé"
"F7654","International","Annulé"
"F7655","International","Annulé"
"F7656","International","Annulé"
"F7657","International","Annulé"
"F7658","International","Retardé"
"F7659","International","Retardé"
"F7660","International","Annulé"
"F7661","International","Retardé"
"F7662","International","Annulé"
"F7663","International","Annulé"
"F7664","International","Annulé"
"F7665","International","Annulé"
"F7666","International","Retardé"
"F7667","International","Annulé"
"F7668","International","Retardé"
"F7669","International","Retardé"
"F7670","International","Annulé"
"F7671","International","Annulé"
"F7672","International","à l heure"
"F7673","International","Annulé"
"F7674","International","Retardé"
"F7675","International","Retardé"
"F7676","National","Annulé"
"F7677","International","Annulé"
"F7678","International","Retardé"
"F7679","International","Retardé"
"F7680","International","à l heure"
"F7681","International","Annulé"
"F7682","International","Annulé"
"F7683","International","Annulé"
"F7684","International","Annulé"
"F7685","International","Retardé"
"F7686","International","Annulé"
"F7687","International","à l heure"
"F7688","International","Annulé"
"F7689","International","Annulé"
"F7690","International","Annulé"
"F7691","International","Annulé"
"F7692","International","à l heure"
"F7693","National","Annulé"
"F7694","International","Retardé"
"F7695","International","Annulé"
"F7696","International","Annulé"
"F7697","International","Retardé"
"F7698","International","Retardé"
"F7699","International","Retardé"
"F7700","National","Annulé"
"F7701","International","Annulé"
"F7702","International","Annulé"
"F7703","International","Annulé"
"F7704","International","à l heure"
"F7705","International","Annulé"
"F7706","International","Annulé"
"F7707","International","Annulé"
"F7708","International","Retardé"
"F7709","International","Annulé"
"F7710","International","Retardé"
"F7711","International","à l heure"
"F7712","International","Annulé"
"F7713","International","Annulé"
"F7714","International","Retardé"
"F7715","International","Annulé"
"F7716","National","Retardé"
"F7717","International","Retardé"
"F7718","International","Annulé"
"F7719","International","à l heure"
"F7720","International","Retardé"
"F7721","International","Annulé"
"F7722","International","Annulé"
"F7723","International","Retardé"
"F7724","International","Annulé"
"F7725","International","Annulé"
"F7726","International","à l heure"
"F7727","International","Retardé"
"F7728","International","Annulé"
"F7729","International","Retardé"
"F7730","International","Annulé"
"F7731","International","Annulé"
"F7732","International","Annulé"
"F7733","International","à l heure"
"F7734","International","Retardé"
"F7735","International","Annulé"
"F7736","International","Annulé"
"F7737","International","à l heure"
"F7738","International","Annulé"
"F7739","International","Retardé"
"F7740","International","Annulé"
"F7741","International","Annulé"
"F7742","International","à l heure"
"F7743","International","Retardé"
"F7744","International","Retardé"
"F7745","International","Annulé"
"F7746","International","Annulé"
"F7747","International","à l heure"
"F7748","International","Retardé"
"F7749","International","Annulé"
"F7750","International","Annulé"
"F7751","International","Annulé"
"F7752","International","Annulé"
"F7753","International","Annulé"
"F7754","International","Annulé"
"F7755","International","Annulé"
"F7756","National","Annulé"
"F7757","International","Retardé"
"F7758","International","Annulé"
"F7759","International","Retardé"
"F7760","International","Annulé"
"F7761","International","Retardé"
"F7762","International","Retardé"
"F7763","International","Annulé"
"F7764","International","à l heure"
"F7765","International","Annulé"
"F7766","International","Annulé"
"F7767","International","à l heure"
"F7768","International","Annulé"
"F7769","International","Annulé"
"F7770","International","Retardé"
"F7771","International","à l heure"
"F7772","International","Annulé"
"F7773","International","Annulé"
"F7774","International","Annulé"
"F7775","International","à l heure"
"F7776","International","Retardé"
"F7777","International","Annulé"
"F7778","International","Annulé"
"F7779","International","Annulé"
"F7780","International","Annulé"
"F7781","International","Retardé"
"F7782","International","Annulé"
"F7783","International","Annulé"
"F7784","International","Retardé"
"F7785","International","Retardé"
"F7786","International","à l heure"
"F7787","International","Annulé"
"F7788","National","Annulé"
"F7789","International","Retardé"
"F7790","International","Annulé"
"F7791","International","Annulé"
"F7792","International","Annulé"
"F7793","International","Annulé"
"F7794","International","Annulé"
"F7795","International","Annulé"
"F7796","International","Retardé"
"F7797","International","Annulé"
"F7798","International","Retardé"
"F7799","International","Annulé"
"F7800","International","Retardé"
"F7801","International","à l heure"
"F7802","International","Annulé"
"F7803","International","Annulé"
"F7804","International","Annulé"
"F7805","International","Annulé"
"F7806","National","Retardé"
"F7807","International","à l heure"
"F7808","International","à l heure"
"F7809","International","Retardé"
"F7810","International","Annulé"
"F7811","International","Annulé"
"F7812","International","Annulé"
"F7813","National","Annulé"
"F7814","International","Retardé"
"F7815","International","à l heure"
"F7816","International","Annulé"
"F7817","International","Retardé"
"F7818","International","Annulé"
"F7819","International","Annulé"
"F7820","International","Retardé"
"F7821","International","Retardé"
"F7822","International","Annulé"
"F7823","International","Annulé"
"F7824","International","Annulé"
"F7825","International","Annulé"
"F7826","International","Retardé"
"F7827","International","Annulé"
"F7828","International","Annulé"
"F7829","International","à l heure"
"F7830","National","Annulé"
"F7831","International","Annulé"
"F7832","International","Retardé"
"F7833","International","Annulé"
"F7834","International","Retardé"
"F7835","International","Annulé"
"F7836","International","à l heure"
"F7837","International","à l heure"
"F7838","National","Retardé"
"F7839","International","Annulé"
"F7840","International","Retardé"
"F7841","International","Retardé"
"F7842","International","à l heure"
"F7843","International","Retardé"
"F7844","International","Annulé"
"F7845","International","Annulé"
"F7846","International","Retardé"
"F7847","International","Annulé"
"F7848","National","Annulé"
"F7849","International","Retardé"
"F7850","International","Annulé"
"F7851","International","Retardé"
"F7852","International","Retardé"
"F7853","National","Annulé"
"F7854","International","Retardé"
"F7855","International","Annulé"
"F7856","International","Annulé"
"F7857","International","Retardé"
"F7858","International","à l heure"
"F7859","International","Annulé"
"F7860","International","Annulé"
"F7861","International","Annulé"
"F7862","International","Annulé"
"F7863","International","Retardé"
"F7864","International","Annulé"
"F7865","International","à l heure"
"F7866","International","Retardé"
"F7867","International","Annulé"
"F7868","International","Retardé"
"F7869","International","Retardé"
"F7870","International","Annulé"
"F7871","International","à l heure"
"F7872","International","Annulé"
"F7873","International","Retardé"
"F7874","International","Annulé"
"F7875","International","Annulé"
"F7876","International","Retardé"
"F7877","International","Retardé"
"F7878","International","Annulé"
"F7879","International","Annulé"
"F7880","International","Annulé"
"F7881","International","Retardé"
"F7882","International","Retardé"
"F7883","International","Retardé"
"F7884","International","Annulé"
"F7885","International","Annulé"
"F7886","International","Annulé"
"F7887","International","Annulé"
"F7888","International","Annulé"
"F7889","International","Annulé"
"F7890","International","Retardé"
"F7891","International","Annulé"
"F7892","International","Annulé"
"F7893","International","Retardé"
"F7894","International","Annulé"
"F7895","International","Retardé"
"F7896","International","Annulé"
"F7897","International","Retardé"
"F7898","International","Annulé"
"F7899","International","Annulé"
"F7900","International","à l heure"
"F7901","International","Retardé"
"F7902","International","Annulé"
"F7903","International","Annulé"
"F7904","International","Annulé"
"F7905","International","Retardé"
"F7906","International","Annulé"
"F7907","International","Annulé"
"F7908","International","Retardé"
"F7909","International","Retardé"
"F7910","International","Annulé"
"F7911","International","Annulé"
"F7912","International","Annulé"
"F7913","International","Annulé"
"F7914","International","Annulé"
"F7915","International","Annulé"
"F7916","International","Retardé"
"F7917","International","Annulé"
"F7918","International","Annulé"
"F7919","International","Retardé"
"F7920","International","Annulé"
"F7921","International","Annulé"
"F7922","International","Annulé"
"F7923","International","Annulé"
"F7924","International","Annulé"
"F7925","International","Annulé"
"F7926","International","Annulé"
"F7927","International","Retardé"
"F7928","International","Retardé"
"F7929","International","Annulé"
"F7930","International","Retardé"
"F7931","National","Annulé"
"F7932","International","Annulé"
"F7933","National","Retardé"
"F7934","National","Retardé"
"F7935","International","Annulé"
"F7936","National","Retardé"
"F7937","International","Annulé"
"F7938","International","Annulé"
"F7939","National","Annulé"
"F7940","International","Annulé"
"F7941","International","à l heure"
"F7942","International","Retardé"
"F7943","International","Annulé"
"F7944","International","Retardé"
"F7945","International","Retardé"
"F7946","International","Annulé"
"F7947","International","à l heure"
"F7948","National","Retardé"
"F7949","International","Annulé"
"F7950","International","Annulé"
"F7951","International","Retardé"
"F7952","International","Retardé"
"F7953","International","Annulé"
"F7954","International","à l heure"
"F7955","International","Annulé"
"F7956","International","à l heure"
"F7957","International","Annulé"
"F7958","International","Retardé"
"F7959","International","Annulé"
"F7960","International","Retardé"
"F7961","International","Retardé"
"F7962","International","Annulé"
"F7963","International","Annulé"
"F7964","International","Annulé"
"F7965","International","Retardé"
"F7966","International","Annulé"
"F7967","International","Retardé"
"F7968","International","Annulé"
"F7969","International","Retardé"
"F7970","International","Annulé"
"F7971","International","Annulé"
"F7972","International","Annulé"
"F7973","International","Annulé"
"F7974","International","Annulé"
"F7975","International","Annulé"
"F7976","International","à l heure"
"F7977","National","Retardé"
"F7978","International","Retardé"
"F7979","International","Retardé"
"F7980","International","Retardé"
"F7981","National","Annulé"
"F7982","International","Retardé"
"F7983","International","Retardé"
"F7984","International","Retardé"
"F7985","International","Annulé"
"F7986","International","Annulé"
"F7987","International","à l heure"
"F7988","International","Retardé"
"F7989","International","à l heure"
"F7990","International","Annulé"
"F7991","International","Annulé"
"F7992","International","Annulé"
"F7993","International","Annulé"
"F7994","International","Annulé"
"F7995","International","Retardé"
"F7996","International","Retardé"
"F7997","International","Retardé"
"F7998","International","Retardé"
"F7999","International","Retardé"
"F8000","International","Annulé"
"F8001","International","Annulé"
"F8002","International","Annulé"
"F8003","International","Annulé"
"F8004","International","Retardé"
"F8005","International","Annulé"
"F8006","International","Retardé"
"F8007","International","Retardé"
"F8008","International","à l heure"
"F8009","International","Annulé"
"F8010","International","Retardé"
"F8011","International","Retardé"
"F8012","International","Annulé"
"F8013","International","Retardé"
"F8014","International","Retardé"
"F8015","International","Annulé"
"F8016","International","Retardé"
"F8017","International","Annulé"
"F8018","International","à l heure"
"F8019","International","Retardé"
"F8020","International","Retardé"
"F8021","International","Annulé"
"F8022","International","Retardé"
"F8023","International","Annulé"
"F8024","International","à l heure"
"F8025","International","à l heure"
"F8026","International","Retardé"
"F8027","International","Annulé"
"F8028","International","à l heure"
"F8029","International","Annulé"
"F8030","International","Annulé"
"F8031","International","Retardé"
"F8032","International","Annulé"
"F8033","International","à l heure"
"F8034","International","Annulé"
"F8035","International","Annulé"
"F8036","International","Retardé"
"F8037","International","Retardé"
"F8038","International","Annulé"
"F8039","International","Annulé"
"F8040","International","Annulé"
"F8041","International","Annulé"
"F8042","International","Retardé"
"F8043","International","Annulé"
"F8044","International","à l heure"
"F8045","International","Annulé"
"F8046","International","Retardé"
"F8047","International","Retardé"
"F8048","International","Annulé"
"F8049","International","Annulé"
"F8050","International","Retardé"
"F8051","International","Retardé"
"F8052","International","à l heure"
"F8053","International","Retardé"
"F8054","International","Retardé"
"F8055","International","Annulé"
"F8056","International","à l heure"
"F8057","International","Annulé"
"F8058","International","Annulé"
"F8059","International","Annulé"
"F8060","International","Annulé"
"F8061","International","Annulé"
"F8062","International","Annulé"
"F8063","International","Annulé"
"F8064","International","Retardé"
"F8065","International","Retardé"
"F8066","International","à l heure"
"F8067","International","Annulé"
"F8068","International","Annulé"
"F8069","International","Annulé"
"F8070","International","à l heure"
"F8071","International","Retardé"
"F8072","International","Annulé"
"F8073","International","Retardé"
"F8074","International","à l heure"
"F8075","International","Retardé"
"F8076","International","Annulé"
"F8077","International","à l heure"
"F8078","International","Retardé"
"F8079","International","Retardé"
"F8080","International","Retardé"
"F8081","International","Retardé"
"F8082","International","Annulé"
"F8083","International","Annulé"
"F8084","International","Annulé"
"F8085","International","Annulé"
"F8086","International","Annulé"
"F8087","International","Retardé"
"F8088","International","à l heure"
"F8089","International","Annulé"
"F8090","International","à l heure"
"F8091","International","Retardé"
"F8092","International","Annulé"
"F8093","International","Annulé"
"F8094","International","à l heure"
"F8095","International","Annulé"
"F8096","International","Retardé"
"F8097","International","Annulé"
"F8098","International","à l heure"
"F8099","International","Retardé"
"F8100","International","Annulé"
"F8101","International","Retardé"
"F8102","International","Retardé"
"F8103","International","Annulé"
"F8104","International","Annulé"
"F8105","International","Annulé"
"F8106","International","Retardé"
"F8107","International","Retardé"
"F8108","International","Annulé"
"F8109","International","à l heure"
"F8110","International","Retardé"
"F8111","International","Annulé"
"F8112","International","Retardé"
"F8113","International","Annulé"
"F8114","International","à l heure"
"F8115","International","Annulé"
"F8116","International","Retardé"
"F8117","International","Retardé"
"F8118","International","Annulé"
"F8119","International","Annulé"
"F8120","International","Retardé"
"F8121","International","Retardé"
"F8122","International","Annulé"
"F8123","International","Retardé"
"F8124","International","Annulé"
"F8125","International","à l heure"
"F8126","International","Annulé"
"F8127","International","Annulé"
"F8128","International","Annulé"
"F8129","International","Annulé"
"F8130","International","à l heure"
"F8131","International","Annulé"
"F8132","International","Retardé"
"F8133","International","Retardé"
"F8134","International","Retardé"
"F8135","International","Annulé"
"F8136","International","à l heure"
"F8137","International","Retardé"
"F8138","National","Annulé"
"F8139","International","à l heure"
"F8140","International","Annulé"
"F8141","International","Annulé"
"F8142","International","Retardé"
"F8143","International","Retardé"
"F8144","International","à l heure"
"F8145","International","Annulé"
"F8146","International","Annulé"
"F8147","International","Annulé"
"F8148","International","Annulé"
"F8149","International","Retardé"
"F8150","National","à l heure"
"F8151","National","Retardé"
"F8152","International","Annulé"
"F8153","International","à l heure"
"F8154","International","Annulé"
"F8155","International","Annulé"
"F8156","International","Retardé"
"F8157","International","Annulé"
"F8158","International","Retardé"
"F8159","International","Annulé"
"F8160","International","Retardé"
"F8161","International","Retardé"
"F8162","International","Retardé"
"F8163","International","Annulé"
"F8164","International","Annulé"
"F8165","International","Retardé"
"F8166","International","Retardé"
"F8167","International","Annulé"
"F8168","International","Retardé"
"F8169","International","Annulé"
"F8170","International","Annulé"
"F8171","International","Retardé"
"F8172","International","Annulé"
"F8173","International","Retardé"
"F8174","International","Retardé"
"F8175","International","Annulé"
"F8176","International","Retardé"
"F8177","International","Annulé"
"F8178","International","à l heure"
"F8179","International","Annulé"
"F8180","International","Retardé"
"F8181","International","Retardé"
"F8182","International","Retardé"
"F8183","International","Annulé"
"F8184","International","Annulé"
"F8185","National","Annulé"
"F8186","International","Annulé"
"F8187","International","Annulé"
"F8188","International","à l heure"
"F8189","International","Retardé"
"F8190","International","Retardé"
"F8191","International","Retardé"
"F8192","International","Annulé"
"F8193","International","Annulé"
"F8194","International","Annulé"
"F8195","International","Annulé"
"F8196","International","Annulé"
"F8197","International","Annulé"
"F8198","International","Annulé"
"F8199","International","Retardé"
"F8200","International","à l heure"
"F8201","International","Retardé"
"F8202","International","Retardé"
"F8203","International","Annulé"
"F8204","International","Retardé"
"F8205","International","Retardé"
"F8206","International","Annulé"
"F8207","National","Retardé"
"F8208","International","à l heure"
"F8209","National","Annulé"
"F8210","International","Annulé"
"F8211","International","Retardé"
"F8212","International","Annulé"
"F8213","International","à l heure"
"F8214","International","Annulé"
"F8215","International","Retardé"
"F8216","International","Retardé"
"F8217","International","Retardé"
"F8218","National","Annulé"
"F8219","International","Retardé"
"F8220","International","Annulé"
"F8221","International","Annulé"
"F8222","International","Retardé"
"F8223","International","à l heure"
"F8224","International","Retardé"
"F8225","International","Retardé"
"F8226","International","Retardé"
"F8227","International","Annulé"
"F8228","International","Retardé"
"F8229","International","Annulé"
"F8230","International","Retardé"
"F8231","International","Annulé"
"F8232","International","à l heure"
"F8233","International","Annulé"
"F8234","International","Retardé"
"F8235","International","Retardé"
"F8236","International","à l heure"
"F8237","National","à l heure"
"F8238","International","Retardé"
"F8239","International","Annulé"
"F8240","International","Retardé"
"F8241","International","à l heure"
"F8242","International","Retardé"
"F8243","International","Annulé"
"F8244","International","Retardé"
"F8245","International","Annulé"
"F8246","International","Retardé"
"F8247","International","Retardé"
"F8248","International","Annulé"
"F8249","International","Annulé"
"F8250","International","Retardé"
"F8251","International","Retardé"
"F8252","International","Annulé"
"F8253","International","Retardé"
"F8254","International","Retardé"
"F8255","International","Annulé"
"F8256","International","à l heure"
"F8257","International","à l heure"
"F8258","International","Retardé"
"F8259","International","Annulé"
"F8260","International","Annulé"
"F8261","International","Annulé"
"F8262","International","Retardé"
"F8263","International","Annulé"
"F8264","International","Retardé"
"F8265","International","à l heure"
"F8266","International","Annulé"
"F8267","International","Retardé"
"F8268","International","Retardé"
"F8269","International","Annulé"
"F8270","International","Annulé"
"F8271","International","Annulé"
"F8272","International","Annulé"
"F8273","International","Annulé"
"F8274","International","à l heure"
"F8275","International","Annulé"
"F8276","International","Annulé"
"F8277","International","Annulé"
"F8278","International","Annulé"
"F8279","International","Annulé"
"F8280","International","Annulé"
"F8281","International","Retardé"
"F8282","International","Annulé"
"F8283","International","à l heure"
"F8284","International","Annulé"
"F8285","International","Retardé"
"F8286","International","Retardé"
"F8287","International","Retardé"
"F8288","International","Annulé"
"F8289","International","Annulé"
"F8290","International","Retardé"
"F8291","International","à l heure"
"F8292","International","Retardé"
"F8293","International","à l heure"
"F8294","National","Annulé"
"F8295","International","Retardé"
"F8296","International","Annulé"
"F8297","International","Annulé"
"F8298","International","Annulé"
"F8299","International","à l heure"
"F8300","International","Annulé"
"F8301","International","Retardé"
"F8302","International","Retardé"
"F8303","International","à l heure"
"F8304","International","Retardé"
"F8305","International","à l heure"
"F8306","International","Annulé"
"F8307","International","Retardé"
"F8308","International","Annulé"
"F8309","International","Retardé"
"F8310","International","à l heure"
"F8311","International","Annulé"
"F8312","International","Retardé"
"F8313","International","Retardé"
"F8314","International","à l heure"
"F8315","International","Retardé"
"F8316","International","Annulé"
"F8317","International","Annulé"
"F8318","International","Retardé"
"F8319","International","Retardé"
"F8320","International","à l heure"
"F8321","International","Annulé"
"F8322","International","Retardé"
"F8323","International","Annulé"
"F8324","International","à l heure"
"F8325","International","Annulé"
"F8326","International","à l heure"
"F8327","International","Retardé"
"F8328","International","Retardé"
"F8329","International","Annulé"
"F8330","International","Retardé"
"F8331","International","Annulé"
"F8332","International","Annulé"
"F8333","International","Retardé"
"F8334","International","Annulé"
"F8335","National","Annulé"
"F8336","International","Annulé"
"F8337","International","Retardé"
"F8338","International","Retardé"
"F8339","National","Retardé"
"F8340","International","à l heure"
"F8341","International","Retardé"
"F8342","International","Annulé"
"F8343","National","Retardé"
"F8344","National","Annulé"
"F8345","National","Annulé"
"F8346","International","Annulé"
"F8347","International","Retardé"
"F8348","International","Annulé"
"F8349","International","Annulé"
"F8350","International","Annulé"
"F8351","International","Retardé"
"F8352","International","Retardé"
"F8353","International","Retardé"
"F8354","International","Retardé"
"F8355","International","Retardé"
"F8356","International","Annulé"
"F8357","International","Retardé"
"F8358","International","Annulé"
"F8359","International","Annulé"
"F8360","International","Retardé"
"F8361","International","Annulé"
